 Number of Inputs | Biggest Input   | Transaction Value | Transaction Fee | Transaction ID 
 3                | 1000            | 1518.85725        | 0.0005          | 744db851b9ff995bdc993367a24f011f148df7ed82fc6fe1a10339ab0a08f9e2 
 4                | 337.1380941     | 1001.8031799      | 0               | a93652a193db4ec9709737cef57958eb7e00d70c32649f129af2a9fab2cb058a 
 11               | 150             | 337.14857458      | 0               | a18d4f8e708ed527a2883517fed27e61add3b1b766c0d706f780df0f2ea98ed0 
 3                | 99.999          | 182.5899          | 0               | bb6efc776a9df90a25c2e2606a82b6ea0b237689fba9db7936d056c80d5c15a2 
 1                | 105.60375317    | 105.60375317      | 0.0005          | d82312ce18138990109bb49e06e051567c1713a3c5e91d5ae26ac9cce2fb9766 
 1                | 178.09469115    | 178.09469115      | 0.0005          | b284e4802b6cbde302815569b9877e9ed05f17c90778cf52cd06433808d4bef4 
 1                | 278.09419115    | 278.09419115      | 0.0005          | 00ea6b060d339c62ab7f0b1d3aae75e1cb15e0a1504d8318b8c00938faf3a29d 
 1                | 280.08969115    | 280.08969115      | 0.0005          | c1a94654e7c797b9db7fa7d901f7a9cbd3ef089414d722d555f6522320e89b87 
 1                | 281.09019115    | 281.09019115      | 0.0005          | c1295a1e65191d986951041ec10aadbf6e97ab3f51c435fb0bf915c71135c719 
 1                | 291.17069115    | 291.17069115      | 0.0005          | 51ec8e2d0d81bf3232301595020cd348f5777d1bafd6c5ee7d8065af743ae551 
 1                | 302.90149344    | 302.90149344      | 0.0005          | 2afef5a442e1621bdf4af56d0df5589d88404e0b2f639de5b0a06d20580a3d2e 
 1                | 304.56213344    | 304.56213344      | 0.0005          | 3ee12aecb234ec296f9e16b2e6326043ffac33dde46e3f03c59e0e365b23c5c4 
 1                | 337.33766359    | 337.33766359      | 0.0005          | 6b0605f147e7041e5514d9a253d52543b88c0bbf9bfeff7c19b394b93d9a57a1 
 1                | 339.34403359    | 339.34403359      | 0.0005          | 55f00e95e63a16182d9c9de3bad1c461b93929a9db5408f038ccde0b8ecc7086 
 1                | 340.34938363    | 340.34938363      | 0.0005          | 2d1f76db0f49284ed4da128724671257adb48dd731158673071b80d644b128b6 
 1                | 345.26888363    | 345.26888363      | 0.0005          | 72d9d3dac911f9d331c8f5379e669e1f28e46f39dede6d9a57409e373109baf1 
 1                | 346.34708168    | 346.34708168      | 0.0005          | 4c142bc4c42e2a4cb69a7edcd4c4f1e7f738abdd357ef18c55b8111a2528f709 
 1                | 346.44658168    | 346.44658168      | 0.0005          | dd94b06dbc975f096f672390aec7188a3e86702fa2e04479e533a3aa6542e638 
 1                | 396.34608168    | 396.34608168      | 0.0005          | 7d03d5186942826f87e5ce3c7191f4e3613b1b6704aceb2c30b8f1a59dc3995b 
 1                | 397.47324683    | 397.47324683      | 0.0005          | 7d0c1e7710ad4d518a631f19991d99333a8e34ca7da18add9f8513a3b4c63bb5 
 1                | 397.61085781    | 397.61085781      | 0.0005          | 794c4fd124aef60cb69489f188cbb81d772e782fcf8a940f8109c3440f73e04b 
 1                | 397.74804969    | 397.74804969      | 0.0005          | 2d25b7671eeae66fdbe80485f3f270501f6808efbb596a38b3349bae86e2489b 
 1                | 397.99807444    | 397.99807444      | 0.0005          | b788954e47e2f258b98b59edaee9b74cea47eec4c3190b74c6732f7cb3dd8641 
 1                | 398.54214488    | 398.54214488      | 0.0005          | 0808653dbcd8e48df540fac4c12b1ec61b708efb3d0127ed845c59e85f3dfe33 
 1                | 401.9898776     | 401.9898776       | 0.0005          | 7342a841546500ab326bf92e1e9b77a9eb55c76c6230265fe913abf21b353b9e 
 1                | 435.0993776     | 435.0993776       | 0.0005          | 543ada8547a5e899d841213fc24ee4739f8bceda5a40e297fb76b24889e7a12b 
 1                | 436.0988776     | 436.0988776       | 0.0005          | 237bba5ecc1b8936b045f1043abc861b172d3caa3f84dfcf58ca7223e93cb1f2 
 1                | 436.29388229    | 436.29388229      | 0.0005          | ef8b1e46d3f8e2c4b7dd5ddf5418f5973fbd16c5907bb3b1b0be1612cfbe6cfa 
 1                | 438.19338229    | 438.19338229      | 0.0005          | 91a24e0bc3d87e9e92218f4191e7a15de621075600802307715fbc6d17a004d5 
 1                | 440.94331608    | 440.94331608      | 0.0005          | 8ffb35e4d822ef4ab63aef70553214d7e9bd19f4b8b66e9cf25187dedf520872 
 1                | 450.94381608    | 450.94381608      | 0.0005          | 3d3dca733996d3b5075f32b45b368512c23b69912ed7107c153520acfbf50fa4 
 1                | 451.13392411    | 451.13392411      | 0.0005          | db20ea94822a00b2a48a0e13522f39de57124640893529858f0a3cbc20c9bb23 
 1                | 455.34899716    | 455.34899716      | 0.0005          | 18610ca66ee2edbf4bd70c947c7538757926f31f4ba6396794dea5483a53cb2e 
 1                | 455.74822651    | 455.74822651      | 0.0005          | d6ddef34881d21577a9c057e0c131184801e458134d9e07e013a02378ebc593f 
 1                | 463.74772651    | 463.74772651      | 0.0005          | 52cb1b885d6812964796989fb7b4bf29fe6950129034438ed4122bdc953176fd 
 1                | 465.33903651    | 465.33903651      | 0.0005          | 0816700181d32a08b401ff8566fd0abf0f48939f81f0574acd3b05772a83956d 
 1                | 465.45757639    | 465.45757639      | 0.0005          | 9c187056fc280fb447b97b98dfb0b10f8e6388882be6272f16865224018c5c56 
 1                | 467.43717639    | 467.43717639      | 0.0005          | 5ef3b5c01424800d8314e2f2ad16ae9de14ea9399dab75bb42d17f0d3d0c904f 
 1                | 470.43667639    | 470.43667639      | 0.0005          | 0a67e8ef131286a0d4eb3af9ff216e8392af4f0c1aa5d2dece5e63630bfad831 
 1                | 470.93717639    | 470.93717639      | 0.0005          | bed9ee88d103f333c9d07867158e6ca1c26c0201366c62e1a2b1f4f7e0c53a17 
 1                | 471.15417639    | 471.15417639      | 0.0005          | b189af1e07ef922813cb37560dc3db5bc287b7f4528f977dcd642647b7174a15 
 1                | 471.65267639    | 471.65267639      | 0.0005          | 8966f517777012c5b1e59ebf7ba206e12d83e6a52badc5df288a74e3138d4c5c 
 1                | 471.98217639    | 471.98217639      | 0.0005          | 8f0f0f33aed2775078b77455743b75375e211cc45cbf88056ce2a36533a8b517 
 1                | 473.05077713    | 473.05077713      | 0.0005          | 59d9592c7304fc4eb3a82617d48e19f107750b9fee08a943e9033f73f424854c 
 1                | 477.41088953    | 477.41088953      | 0.0005          | c135b3c4898c93beb22177547d192d6eb7d27f29356058188311b34ea8b91c4e 
 1                | 477.61138953    | 477.61138953      | 0.0005          | 51534285e6deebb475cf515fdf263e0524880a2d703dd67ff27f76943a93ad12 
 1                | 477.9075        | 477.9075          | 0.0005          | 056571229829a7e56dcb439c60b81c8c6080c0adb98207674fe0591b7b4b4308 
 1                | 497.907         | 497.907           | 0.0005          | 79ad497af86bba7f192c64aa8c23fd29d6c7ae4e6b0b95f91a1886d96cfbdfd8 
 1                | 498.9005        | 498.9005          | 0.0005          | dc543178fad131f166a07227507861f1141ff20873195391d55924cfca6045e2 
 1                | 500             | 500               | 0.0005          | 64a1c6dc33a1469cae36cd3a583010b32f645055355341a72ee97f6007a30de5 
 1                | 519.57          | 519.57            | 0.01            | 746fd7dd0bf87be5e7f06c79cb165bc4b7d0efe8c5047802d13bcdf576d2532c 
 1                | 600             | 600               | 0.01            | 28a9dac3bbb24fa5733075cd5c863870a9609fe0957557b6c794c3f60b0fc037 
 1                | 950             | 950               | 0               | 3d157775ee8f7ba19df158a09062e0b2e478dabb8f20bd26b9549b3e924c0b33 
 5                | 527             | 950.63668785      | 0               | 9088387e53c954af91d447284fb6fd05a037a6af4508db241dbec5c13dd6a282 
 1                | 527             | 527               | 0               | 1d7d5887104546f410a965ffe6791247f1b5ded89310291dec448ed4c899ee07 
 3                | 200             | 538               | 0               | ccce8fb62d23cd368bb2fdd4ea7c03e6153a9cbad4fc440f62d717ce2544c197 
 342              | 17.5            | 200.047501        | 0.0375          | b2d3553f9e1e51b00d9234678cb2d324b0d712f251e6ca128c337c78db2f6fc3 
 10               | 14.52801725     | 17.51201999       | 0.002           | 4ad08ddba9bbe1859acc5b0a05649a54b4aa43c6d91d604d05d393ba12b94416 
 1                | 17.98451725     | 17.98451725       | 0.0005          | ecabaef80f96f26ed9be27b28bdc4ab89c8ccbcd51a9703068dc82c98337928b 
 1                | 50.71171389     | 50.71171389       | 0.0005          | 184062b9f3daca4309ead552667c7c702d7bde80bffaa9d227e3e316d5b00cda 
 1                | 88.71221389     | 88.71221389       | 0.0005          | b2569227f2dc821a42bb294eef366a998f034bdf31df8c2e71eb2b7ae9d6ff22 
 1                | 106.17280252    | 106.17280252      | 0.0005          | 76834f142495e2089115216325a93464e56ab8bfbf724675b1968ee083ade9f8 
 1                | 111.71330252    | 111.71330252      | 0.0005          | f7f9efa9484705ff8a48bc33caeef6cb1be4ef4c84f7d74c2b532ea880d6c091 
 1                | 148.02070252    | 148.02070252      | 0               | 9de1aa80ff764df69d5af02c8d96b5de6cb3ed764dcfebd089861c30a0e94625 
 1                | 185.84          | 185.84            | 0               | 3a6da861ec034d45d82cbe5fbb52ea61be04128f2563da37dbe4159356a2c588 
 1                | 186.44          | 186.44            | 0               | c6c1742deb2d46528265cb22e03a5aa6b28887da17fc8aa5e6de06a7ca2bd216 
 1                | 189.5           | 189.5             | 0               | be3fc9dfecc7a26ad92e89ba7f358f2ab520c66310a577b41b24fdeb9bcb5979 
 1                | 190             | 190               | 0               | bcd642b5c245ed4c1d34dbe3b157184435e56e10ccd2d8af80026a64f0d32521 
 2                | 100             | 200               | 0.0005          | c4a9c3767fa8df8bfb89e77c7a8838cc4d7c93a06e476fb1a97e0899bd692776 
 4                | 100             | 110.27611752      | 0.0005          | d9ba825e1f3910440aa1ddd3623c5ba9a9b069be97c77440edc12114ae444972 
 1                | 100             | 100               | 0               | 76320556315f54b573790848ee3e8a81df56cc1edcfcdd072529914462336eae 
 4                | 80              | 101.0641          | 0.005           | b29dc16cf10ae45cbd1272de8cfb4fbbd89f704f0dd49a5b333d43845d9855d1 
 4                | 47.1            | 80.01009113       | 0               | f6add5e371cce8f6e6439bb3d914dcba0338347b0a6fd2b2c119518889d09733 
 4                | 17.48640313     | 47.103            | 0.0005          | 2e3bead1f56d13f4879e6317def22af6765833e77af979c31ed20156ec74a2c6 
 1                | 17.48640313     | 17.48640313       | 0               | f6768141153114481b60911d56571a0e06e21970c331a211f70896dc34c267ad 
 3                | 11.5398915      | 22.29310596       | 0               | fc2f9a44cbc47580085f0a14034739f346a7be78f73c62b4cb4363f969a472a0 
 1                | 21              | 21                | 0.0005          | d94b1d0068d0a7f6dc75f2601a78d6ba382fffa472007fd779f989402a61afd9 
 3                | 8.31174469      | 21.54628141       | 0               | c1d36d64c842311930afa7890f6f2a859ecbb2389f8d0f201ebde641c716b2b6 
 1                | 8.31374469      | 8.31374469        | 0.0005          | 464f160bf8b00944caaa1d7b25d5e31be8ae9c5938348dcd50ac2b88e15d61a0 
 1                | 32.31374469     | 32.31374469       | 0               | 8a3f5538b631489e3765bd021dbc691c36f3f03f795df62d7ead58f27563c219 
 1                | 32.31704469     | 32.31704469       | 0.0005          | ba72e59dff46f3227df8805bed910bc589877c710ce0b765ed7f2383be51cc61 
 1                | 32.31874469     | 32.31874469       | 0.0005          | f18245002798e662e663e1836104d8475a31a333436633380ccca3a626b3e276 
 1                | 32.32404469     | 32.32404469       | 0.0005          | 8cffdc5373676b7c1153859bf962ef19bddd6334837e9855cc871b8dc47d7c55 
 4                | 47.38060173     | 77.09904469       | 0.005           | bb2ca998374fb10e4ff2a5c4a865e423424deb86ac4f390485631f65fd6898bc 
 1                | 47.38520173     | 47.38520173       | 0.0005          | 62f03f987dd75bfe98d985c982b82a26533de2bf7ec5b34dfb9cf5fceaeaf3b6 
 1                | 55.25636173     | 55.25636173       | 0.0002          | 0d9497cbc8e72f16d5fff179ad0298ae67494b1718cee776ffbe1c4dd6db9949 
 1                | 55.26126173     | 55.26126173       | 0.0005          | db901e09616e60625b2567bb2fb5521d54065aa910ff50d61affaf9c2fdfb2ce 
 1                | 55.26296173     | 55.26296173       | 0.0005          | f86998e1c42273c3606d3270ff51e373e54f6d00b88ec040f470c00e3ea6e6c1 
 1                | 55.26666173     | 55.26666173       | 0.0005          | ab935c850b79a8282fab1e9907419295590f8806d9fe364c1a1282bf1ffdda12 
 1                | 55.28056173     | 55.28056173       | 0               | 13b3bf382393eebd5276d111073b53d855ca364cc81f9617f7f27609d5bc849d 
 4                | 58.27299355     | 63.28106173       | 0               | e231a1e96fd2b6b4e382ef44a3288f0125f7fe90980bb3149dfa894acc9b116a 
 1                | 58.27769355     | 58.27769355       | 0.0005          | 4412972dd5d5e5c10ea24901d601d47f3645e2fedcaef81bfaeb29d3cadfa164 
 1                | 58.27959355     | 58.27959355       | 0.0005          | 946c6dfb72371e9f9bd5782ba218a3fd8a5640174fe3598f61af89b6fd721994 
 1                | 58.28069355     | 58.28069355       | 0.0005          | 41e57cef78d36196c77b90ada5d08b135198fabb3177ac8dedab4d36d4d6dd0e 
 4                | 90.4969         | 92.77601136       | 0.005           | b94b9895c58bb436ac8543b5965f94325cf8159a3737073f51f3a3c96fd9a48e 
 1                | 90.499          | 90.499            | 0               | f0d19c3830f93334e2e889762eff655734eab95d25ce93085d3e4408ff83fa19 
 1                | 90.5            | 90.5              | 0               | aab995350a8f88c317f0215c06a3acb729a42b9e6792c80b309aab9eb265d780 
 1                | 90.5            | 90.5              | 0               | 391d752a2bc10f7d1d98236f5bb56d5d98f2098f37b5f79ea3a8a27bc83f05f5 
 7                | 54.081          | 90.510034         | 0               | 4f975d6694835bb03a0cf6a99ad1780937bdde957f9caf2794292e5056d4a936 
 1                | 9714.39263565   | 9714.39263565     | 0.0005          | 1f171a9d2231a1a8933af87765ff1d377f6c1152fcf47c0e8668d69c1bc23470 
 1                | 9717.94677525   | 9717.94677525     | 0.0005          | b7a0e93cc10d51d49fa5ba888fdae50de4d87a3d4b45bebf450d9028f2c0fce1 
 1                | 9732.98152625   | 9732.98152625     | 0.0005          | 07f1c358b8b1cae143438b0c2db279b1895ed44521a7d9c58b7db8263de7c881 
 1                | 9734.21887136   | 9734.21887136     | 0.0005          | 7d91419b786b4bf31a15246ef9236eafca43e83a4e6d2692acee8244acd4dcdd 
 1                | 9736.02111536   | 9736.02111536     | 0.0005          | 1c80269940611d62569d3624f3534805d82c6ff78fc8f0f840ee6ecb5c16af5e 
 1                | 9770.89541536   | 9770.89541536     | 0.0005          | cb05b089b21f2b1b2972ebdb0bd7e113b7f8e76312df8394f55d30bb990c84f6 
 1                | 9772.22201536   | 9772.22201536     | 0.0005          | 63b1f1b336211acea8bf091eb0368b6d629347151ddfc5304024a49177fbc5c1 
 1                | 9776.4458074    | 9776.4458074      | 0.0005          | 47262f85c9c132caf805f44de8d7a17ef7e5f9a9eee901aac52e490ab2ba7e12 
 1                | 9777.3054874    | 9777.3054874      | 0.0005          | 1dfc9eecc3bc57b47ef2308c908e192a09c83a00669bb6ec2372db31ee85fe19 
 1                | 9779.7269874    | 9779.7269874      | 0.0005          | 8dccbca2f05154870168fc27d1ee8fe56046df2e87c143ac4ddbc0041738eef5 
 1                | 9780.8245874    | 9780.8245874      | 0.0005          | 070170adb5dd6acaed7071d7d12429f449946ccc5a5feaff212cc7b17a25c854 
 1                | 9781.2787404    | 9781.2787404      | 0.0005          | 733a074844649b8aec15056cef19cd731b231dcda2c74b2e3345bc3bfcd550b0 
 1                | 9802.48773604   | 9802.48773604     | 0.0005          | b787adf9323bb63c68c3cd41ecd6fee29a64de927a4b1d7e38553f1f1c701ab4 
 1                | 9803.02416804   | 9803.02416804     | 0.0005          | 9e3a93cc5b9dd6bdf592705b8d8b008ecd230a973046d3da4a0f85946e3cfb77 
 1                | 9803.46386804   | 9803.46386804     | 0.0005          | 2f01a8fd481c2f0779d8f054b4e07aa6fdaac921f3eb5aec983b455da1800cd7 
 1                | 9805.09305304   | 9805.09305304     | 0.0005          | 699bfcabaacde47c42330553530d8f7e05e42b4a239b17dc2a898fc9c803f62f 
 1                | 9805.81338979   | 9805.81338979     | 0.0005          | f4baf8adf4c902d52b3845a058cd78176f8d1876cfda6e98be8b6f25daf7339d 
 1                | 9817.50288979   | 9817.50288979     | 0.0005          | 82cfc492e4ac79ca59efbda01bfbc1fdf7a8fb3f4ca8c96e74e3da8cca0cc2d6 
 1                | 9818.53635979   | 9818.53635979     | 0.0005          | d05f465e60b6dc9d926cd7b2276b0adefb265fb37d0597726b0eef4487c0e2c3 
 1                | 9821.66545979   | 9821.66545979     | 0.0005          | 379a5d3111e490937593e32e3bf3350c1e0ffce24c5752239ec1ddbc96f70cb4 
 1                | 9822.19105979   | 9822.19105979     | 0.0005          | 8a22abd17c9c80c046bda71756ad163c29e9d44e09ee237c7fc4ee9dc9eaa4bd 
 1                | 9824.42174306   | 9824.42174306     | 0.0005          | e47889a908fd00186cb8971361bb81f2d97c56cadb105c16ba872dcf0a66670d 
 1                | 9825.44127306   | 9825.44127306     | 0.0005          | da431550054d11c60dc9d8e3b37b029756b566ece33647d3babd5998b7578cca 
 1                | 9836.66603745   | 9836.66603745     | 0.0005          | e71823a4650cc7e6853b8de988ee06ff40dc491f0879da5e9cb4f1dbde0d3aa2 
 1                | 9838.28703745   | 9838.28703745     | 0.0005          | e5f7cd723c9ef8433818a68c78676a0b4b3a5b6febc095a469de042cfff45211 
 1                | 9839.34653745   | 9839.34653745     | 0.0005          | a7fd281fc5cac5f7e5d176d473b67fa840587f72df8edf2beaf791be9e518fe8 
 1                | 9840.56413525   | 9840.56413525     | 0.0005          | 848a4812e5f1a8228dcdce3bafe799b7fe7ef9fe1df0f6d1ac4609c28965a5b0 
 1                | 9841.89920525   | 9841.89920525     | 0.0005          | a8a671588952e99f981811885440e8be153491dd6beb1199465d939332c1bdb2 
 1                | 9843.18428945   | 9843.18428945     | 0.0005          | a816732b72d656e9e2630597bf388a9b881e91a50de5833693d232379c935e5d 
 1                | 9843.8272388    | 9843.8272388      | 0.0005          | 9117ab4a96b4951bbf9720c89c17ec1c4ae9f6c08b7aa8f36b2263e9c0e12050 
 1                | 9845.60397162   | 9845.60397162     | 0.0005          | a1dfa0b999a72369d9434bc2cd1066463892223e926bc9dd00832d97aaf13193 
 1                | 9848.12490762   | 9848.12490762     | 0.0005          | 67ce010bbbfe298b59388ed0a46b34913e839be0eb7fed6df1d2c10f11824d92 
 1                | 9850.50248936   | 9850.50248936     | 0.0005          | 9657d5308ba64868b391287c0c8b23213827c84e480e6370233ebe03028771a0 
 1                | 9851.08298936   | 9851.08298936     | 0.0005          | 7e4fbabadf569c36eb7f5ad4d3194e40334a4324ba3fd3d3a7d450c65507447a 
 1                | 9856.72216479   | 9856.72216479     | 0.0005          | 0806d11bf3f3a60487aa640a39e4e4dbff42c46f3a47cfd01464161c66592858 
 1                | 9857.38967761   | 9857.38967761     | 0.0005          | fb15c938f81add4f1b145dbbcb6fbe2e9de3beadbe57c3db73c02ae7ee8644b2 
 1                | 9860.60519761   | 9860.60519761     | 0.0005          | fe50997364e20b06750c65039b0ad522792de93bf2c7a66d88ae265547bafd59 
 1                | 9862.44169761   | 9862.44169761     | 0.0005          | 6ddc2c49993b0be52c5e26b1498c16a63571948ad6664021fa0e2006b8190ecb 
 1                | 9863.88759761   | 9863.88759761     | 0.0005          | 2c172942f3164614148ff98879ec94c8bb24710eabec2b7b0708b232c64b6dbb 
 1                | 9877.57436417   | 9877.57436417     | 0.0005          | 3abceab6ea21001af9a18238fd79d321f219cbc6962d09258a3e601cd2b2868c 
 1                | 9879.32397507   | 9879.32397507     | 0.0005          | 67cac309cc7289479a23b74cb50bcbd5e301aade27b95cbe7d4869ab54e19dfa 
 1                | 9886.94337507   | 9886.94337507     | 0.0005          | d954eae58769b688e0f2643ca73878efcccc6478aeff764e144e169567981ac4 
 1                | 9889.89217507   | 9889.89217507     | 0.0005          | a68b8d3a1d54b59a2d9bea16e05e6860f6ef1ed534c080ec37a3db616baa009c 
 1                | 9897.01927507   | 9897.01927507     | 0.0005          | 7074eb98d36608f37f7d7d9b43a18ecc7233c8a11e37ffb2da8a1b60f84950da 
 1                | 9897.91488259   | 9897.91488259     | 0.0005          | 04ee3fd6e4f9277f7217c3271064d8e29f88d623ab9a123418803af23834c6de 
 1                | 9898.79954349   | 9898.79954349     | 0.0005          | 14a93dc67e96a951f1d4d842b9f0fe897474ad5843da54d161a8f673a480afe9 
 1                | 9899.15978027   | 9899.15978027     | 0.0005          | 6b8222dd71c8985158ad82e4d5f4ea67d3bfb8cc5bc0aee84a0d3d90420f053d 
 1                | 9906.14277627   | 9906.14277627     | 0.0005          | d871243134ed8ed3fc9f6b936bda86873a8fc3797e6d28935fdb36f4946c38ed 
 1                | 9908.36718023   | 9908.36718023     | 0.0005          | d9a5d04b7528eef66b24e231f90d69f29cbe3b6adb40d3791dee7133c8827874 
 1                | 9922.70755651   | 9922.70755651     | 0.0005          | ea43a2bb2b7162538ce52512c68469caaec87cf2db03aa5d8e5de04abc51feb2 
 1                | 9923.76623951   | 9923.76623951     | 0.0005          | 0b35dcc99ef40d19f7f3ef3ee57b9d0fdccab722f80ae9fde480e650907af543 
 1                | 9925.77457701   | 9925.77457701     | 0.0005          | 3c2aadd49ab7e53bca1974559b90306b644649a3189e99f3f10aaf43da8d5d4a 
 1                | 9926.85000311   | 9926.85000311     | 0.0005          | 79c632c55ecc25667d2f9b9d9aac55fa8ea025afde28bc7b415e0465a8602925 
 1                | 9932.01710323   | 9932.01710323     | 0.0005          | e2eae60a5254bba3599abc340735be2b913bd71ed930b67cca4b90d6e6d8304f 
 1                | 9933.98600623   | 9933.98600623     | 0.0005          | c7fc12e7cf8fa959c063300830ad80c29dedb1386fef1e561ab78bbded5ecb66 
 1                | 9934.68830623   | 9934.68830623     | 0.0005          | 55cdec5c69820b8452c71402128fa2015b08dae4a26b73172290e3a4a3b84380 
 1                | 9938.18887623   | 9938.18887623     | 0.0005          | 0b0fbf0f1ae41ec79997e28db1eca6442ade1309c2ca7a1332732d89a3de18c4 
 1                | 9940.21449323   | 9940.21449323     | 0.0005          | 3d6386ca957d98e02b492a538deed3ad2f12940039f592391f7ae21d87d2409d 
 1                | 9942.80699323   | 9942.80699323     | 0.0005          | 02653fd8d74d2f38b447aefebf8f94d82d22bea76068bd332369b4b58f502fd3 
 1                | 9945.38869103   | 9945.38869103     | 0.0005          | 6bcdea6af6f04fa0ff57968874c638c9ee632496f48126726c204714ef1c2ae2 
 1                | 9950.94108103   | 9950.94108103     | 0.0005          | b2bf264f5be6c31b48dc667711223f46edcc71ba2b78883a973689dae2804b4a 
 1                | 9960.55658103   | 9960.55658103     | 0.0005          | c8b2b4c26226bc8022f9ad5f8e085ee12b52a69778b1fa8ab3834cba975555b1 
 1                | 9961.52008103   | 9961.52008103     | 0.0005          | 1cc3052b40e4fad516f59d35f62c88635b6d3202bb70c3c256214edd9a31a150 
 1                | 9972.86745103   | 9972.86745103     | 0.0005          | ff70bd8601108cd6cb8e6ef5fb2783c48863e99a2e1ff13eb29ff97259127937 
 1                | 9977.08924489   | 9977.08924489     | 0.0005          | bfb1cff100f75922bce1eeb872e9207584d7717e666475fde29792d4a7c95b5a 
 1                | 9977.51213589   | 9977.51213589     | 0.0005          | 3067c4dae3e8b69ba991f1aebf50b9f95d5e46e121eb8d6fccb99aa5a064af70 
 1                | 9979.26751889   | 9979.26751889     | 0.0005          | 3c5ae825b5b3127016ac48495a53fb34d81da3ef3458bfc9d9cc2837de0b549b 
 1                | 9980.13609545   | 9980.13609545     | 0.0005          | 6f31332b59573ccb681282f9943968d42327e31237b5aa6af39be4625d8da398 
 1                | 9980.87995005   | 9980.87995005     | 0.0005          | ccb5f0a1312d5af07aaa0d7e96a1167b79b869279448530ed0f5c9f1f78e7e17 
 1                | 9993.76710005   | 9993.76710005     | 0.0005          | 5fa0ac206c4beaecf3bb1f3a59cb1e7b30537fcc53d65f65e98d0735705c80e2 
 1                | 10000.40931334  | 10000.40931334    | 0.0005          | 148f8c9d6160371c840e9f6fea41743053943c2a33e72b8fdd7176535cdaecac 
 1                | 10002.31191334  | 10002.31191334    | 0.0005          | efccfb76a0909ce8bbb60ab8c9d2c2c8065fcffbb8a6d8573a5542fbd8f55e96 
 1                | 10010.29431334  | 10010.29431334    | 0.0005          | 9b4b8950dca860b8a09c442e02924729bb06ee01545cfb977b35fd896ec7eff7 
 1                | 10010.69078772  | 10010.69078772    | 0.0005          | e8345cc741811d82e777e2b7c02fd65da392e59edd1838880394bd05b80f7ed4 
 1                | 10015.40948343  | 10015.40948343    | 0.0005          | 56dba7f1e0ef9b284b65ef377d00230261d581e1c935c59812d422990bc56a37 
 1                | 10016.58171873  | 10016.58171873    | 0.0005          | c4204148c07c47495c8a0dbc3edd0b214b847c502e939c6631034cceac751d37 
 1                | 10018.60141873  | 10018.60141873    | 0.0005          | 4fe4df7191c3eb165cc4edf04888f2a7fa3aa40814819a2de295fd70522d1a26 
 1                | 10020.51112422  | 10020.51112422    | 0.0005          | f00bd9e12e3c0bc84eaec1f61b751deb1fc86ea91c9edf9e068da30121699806 
 1                | 10023.55011812  | 10023.55011812    | 0.0005          | 07e9bd33ee788ae19650cbb1f8684426bcc25464f132f59e9203cb59052a67d2 
 1                | 10024.47047432  | 10024.47047432    | 0.0005          | 2ef9dc4e5ffde6797693d298f570b3982ed6ff04ea9e58563f20e2a7a8ff6e4a 
 1                | 10029.61054782  | 10029.61054782    | 0.0005          | e42b9165fd36bfa6ef0f507b8ed8a7554329b9a80660bc964d44fd4b5dc3d710 
 1                | 10030.52298805  | 10030.52298805    | 0.0005          | b5a2dfb1fbb354e5f12aa004e7ae5e3a229d4cf9a2fb62aa2a0b8dd641dddcfb 
 1                | 10042.77064205  | 10042.77064205    | 0.0005          | edf222678c391b0028016b16ed80d7af37695b840ceb3de8121ab7380337b0dd 
 1                | 10043.58256435  | 10043.58256435    | 0.0005          | a52d473ae038e231e6f3740f0ba61dadf7eeb447ac1f64223757c85b5d2075c5 
 1                | 10044.0931247   | 10044.0931247     | 0.0005          | 5ded7c0929e972e218c3ec22a46b206816dfb876dd79648c715fdaead3af5f06 
 1                | 10046.0546447   | 10046.0546447     | 0.0005          | baf1d3bd14769e130010d3b180b3a6c51f2dcecefe18f09c8ab207effb232a29 
 1                | 10046.5771055   | 10046.5771055     | 0.0005          | cd7602a5095a7469d154f9831f7fd95b9323e077e181a0bc697c4d23bdcce1f7 
 1                | 10050.30365446  | 10050.30365446    | 0.0005          | f6aaee301f863b032aa8009f90c259b51b4c33b190256eee158d3f0e406ce8d6 
 1                | 10051.69015446  | 10051.69015446    | 0.0005          | 334a38bfb0a37bb51dd5dd07a82861c44fc3e51293166e52547b48089097b300 
 1                | 10053.40033246  | 10053.40033246    | 0.0005          | 1515d92b48c46dd16acf1e4767b507d4db000dca996f8752539ff8a1f392a26f 
 1                | 10055.69138407  | 10055.69138407    | 0.0005          | 0999e1c292de9ddd85a549725e5707f55d390f742daae4fe7892529037500e93 
 1                | 10057.59788407  | 10057.59788407    | 0.0005          | a906afe5069d6ab0372df7b76a56bdfcc8a260383f4fe6f4392391ebb780a0e7 
 1                | 10058.27086507  | 10058.27086507    | 0.0005          | c6095ee601954ace50e2e699c55c87940761ffe36362892ce334e03dd8853131 
 1                | 10058.69627907  | 10058.69627907    | 0.0005          | 2777137d3ea4fddd36b2a6d853f3271efccc65ea8e10af94e1823d9bb096334c 
 1                | 10081.42938703  | 10081.42938703    | 0.0005          | 2a31794e3ab48bb687993bc498960466904fadfb64ad28693ddfc2f3c56f76f5 
 1                | 10081.87788703  | 10081.87788703    | 0.0005          | dc213c84bbe26f7251dc62960d2b9438d139ff9d0cdd182834cf0a3cac09bf8c 
